Order,Ticker,Type,Discreet?,YearMonthDayUTC,Address,State,Zip,Zip4,Cars,Notes,UTC,Time_Date,Time,Month,Day,Year,Spaces,Population,Male_Population,Female_Population,Population_Density,5_Year_Projected_Population_Growth,Average_ Family_Size,Family_Households,Households,Age_Below_18,Age_18_Plus,Age_65_Plus,Associate_Degree,Bachelors_Degree,High_Schl_ Grad,PPHouseholds_1,PPHouseholds_2,MT2PPHousehold_2Plus,Per_Capita_Income,Median_Disposable_Household_Income,PCTWhitePop,PCTAIANPop,PCTAPop,PCTBPop,PCTHPIPop,PCTHisPop,PCTMultiracePop,PCTOtherRacePop,PCTMinority,PCTNo_Vehicle,PCT_1_Vehicle,PCT_2_Vehicles,PCTMore_2_Vehicles,PCTCivilian_Unemp,Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Category,PrePost,DOW,Shifted Month,WMT-Q,Week End,Unique Location,Unique Location & Year,Duplicate?,Year Repeat?,Same Store in Two Years?,Region,Sub Region,Create Year
1701,CMG,CMG_1782,,15JAN26185905,17250 Southcenter Parkway Renton,WA,98188,,14,1/26/2015,,1/26/2015 10:59,10:59,1,26,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,2,0,0,0,0,2,Pre,2,1,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA1,CMG17250 SOUTHCENTER PARKWAY RENTONWA12015,0,0,0,West,Pacific,2015
26,CMG,CMG_1782,,11JUL05184452,17250 Southcenter Parkway  Tukwila,WA,98188,,16,7/5/2011,,7/5/2011 18:44,18:44,7,5,2011,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,0,0,0,Post,3,7,0,0,CMG17250 SOUTHCENTER PARKWAY  TUKWILAWA7,CMG17250 SOUTHCENTER PARKWAY  TUKWILAWA72011,0,0,0,West,Pacific,2012
1284,CMG,CMG_1782,,13JUL14191251,17250 Southcenter Parkway Renton,WA,98188,,12,7/14/2013,,7/14/2013 12:12,12:12,7,14,2013,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,1,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72013,0,0,0,West,Pacific,2013
1285,CMG,CMG_1782,,13JUL27191507,17250 Southcenter Parkway Renton,WA,98188,,19,7/27/2013,,7/27/2013 12:15,12:15,7,27,2013,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,7,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72013,0,0,0,West,Pacific,2013
1547,CMG,CMG_1782,,13JUL14191251,17250 Southcenter Parkway Renton,WA,98188,,19,7/14/2013,,7/14/2013 12:12,12:12,7,14,2013,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,1,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72013,0,0,0,West,Pacific,2014
1548,CMG,CMG_1782,,13JUL27191507,17250 Southcenter Parkway Renton,WA,98188,,14,7/27/2013,,7/27/2013 12:15,12:15,7,27,2013,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,7,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72013,0,0,0,West,Pacific,2014
1549,CMG,CMG_1782,,14JUL14190542,17250 Southcenter Parkway Renton,WA,98188,,14,7/14/2014,,7/14/2014 12:05,12:05,7,14,2014,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72014,0,0,0,West,Pacific,2014
1550,CMG,CMG_1782,,14JUL26191307,17250 Southcenter Parkway Renton,WA,98188,,11,7/26/2014,,7/26/2014 12:13,12:13,7,26,2014,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,7,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72014,0,0,0,West,Pacific,2014
1582,CMG,CMG_1782,,14JUL04190230,17250 Southcenter Parkway Renton,WA,98188,,14,7/4/2014,,7/4/2014 12:02,12:02,7,4,2014,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,6,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72014,0,0,0,West,Pacific,2015
1583,CMG,CMG_1782,,14JUL14190542,17250 Southcenter Parkway Renton,WA,98188,,16,7/14/2014,,7/14/2014 12:05,12:05,7,14,2014,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72014,0,0,0,West,Pacific,2015
1584,CMG,CMG_1782,,14JUL26192417,17250 Southcenter Parkway Renton,WA,98188,,16,7/26/2014,,7/26/2014 12:24,12:24,7,26,2014,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,7,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72014,0,0,0,West,Pacific,2015
1585,CMG,CMG_1782,,15JUL01185800,17250 Southcenter Parkway Renton,WA,98188,,14,7/1/2015,,7/1/2015 11:58,11:58,7,1,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,4,0,0,4,Post,4,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1586,CMG,CMG_1782,,15JUL03193239,17250 Southcenter Parkway Renton,WA,98188,,13,7/3/2015,,7/3/2015 12:32,12:32,7,3,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,0,6,6,Post,6,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1587,CMG,CMG_1782,,15JUL04192452,17250 Southcenter Parkway Renton,WA,98188,,16,7/4/2015,,7/4/2015 12:24,12:24,7,4,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,7,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1588,CMG,CMG_1782,,15JUL05191714,17250 Southcenter Parkway Renton,WA,98188,,19,7/5/2015,,7/5/2015 12:17,12:17,7,5,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,1,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1589,CMG,CMG_1782,,15JUL06190930,17250 Southcenter Parkway Renton,WA,98188,,13,7/6/2015,,7/6/2015 12:09,12:09,7,6,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1590,CMG,CMG_1782,,15JUL07190254,17250 Southcenter Parkway Renton,WA,98188,,15,7/7/2015,,7/7/2015 12:02,12:02,7,7,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,3,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1591,CMG,CMG_1782,,15JUL17192525,17250 Southcenter Parkway Renton,WA,98188,,18,7/17/2015,,7/17/2015 12:25,12:25,7,17,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,6,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1592,CMG,CMG_1782,,15JUL18191704,17250 Southcenter Parkway Renton,WA,98188,,15,7/18/2015,,7/18/2015 12:17,12:17,7,18,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,7,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1593,CMG,CMG_1782,,15JUL19190948,17250 Southcenter Parkway Renton,WA,98188,,16,7/19/2015,,7/19/2015 12:09,12:09,7,19,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,1,7,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1594,CMG,CMG_1782,,15JUL20190158,17250 Southcenter Parkway Renton,WA,98188,,16,7/20/2015,,7/20/2015 12:01,12:01,7,20,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1595,CMG,CMG_1782,,15JUL23192536,17250 Southcenter Parkway Renton,WA,98188,,18,7/23/2015,,7/23/2015 12:25,12:25,7,23,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,5,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1596,CMG,CMG_1782,,15JUL29193252,17250 Southcenter Parkway Renton,WA,98188,,15,7/29/2015,,7/29/2015 12:32,12:32,7,29,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,0,6,6,Post,4,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1597,CMG,CMG_1782,,15JUL30192519,17250 Southcenter Parkway Renton,WA,98188,,15,7/30/2015,,7/30/2015 12:25,12:25,7,30,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,5,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
1598,CMG,CMG_1782,,15JUL31191740,17250 Southcenter Parkway Renton,WA,98188,,14,7/31/2015,,7/31/2015 12:17,12:17,7,31,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,6,7,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA7,CMG17250 SOUTHCENTER PARKWAY RENTONWA72015,0,0,0,West,Pacific,2015
47,CMG,CMG_1782,,11JUN03192438,17250 Southcenter Parkway  Tukwila,WA,98188,,17,6/3/2011,,6/3/2011 12:24,12:24,6,3,2011,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,6,6,0,0,CMG17250 SOUTHCENTER PARKWAY  TUKWILAWA6,CMG17250 SOUTHCENTER PARKWAY  TUKWILAWA62011,0,0,0,West,Pacific,2012
387,CMG,CMG_1782,,12JUN11191522,17250 Southcenter Parkway  Tukwila,WA,98188,,17,6/11/2012,,6/11/2012 12:15,12:15,6,11,2012,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,6,0,0,CMG17250 SOUTHCENTER PARKWAY  TUKWILAWA6,CMG17250 SOUTHCENTER PARKWAY  TUKWILAWA62012,0,0,0,West,Pacific,2012
581,CMG,CMG_1782,,12JUN11191522,17250 Southcenter Parkway Renton,WA,98188,,9,6/11/2012,,6/11/2012 12:15,12:15,6,11,2012,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62012,0,0,0,West,Pacific,2013
1468,CMG,CMG_1782,,13JUN05191318,17250 Southcenter Parkway Renton,WA,98188,,11,6/5/2013,,6/5/2013 12:13,12:13,6,5,2013,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,4,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62013,0,0,0,West,Pacific,2014
1469,CMG,CMG_1782,,14JUN30191355,17250 Southcenter Parkway Renton,WA,98188,,10,6/30/2014,,6/30/2014 12:13,12:13,6,30,2014,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62014,0,0,0,West,Pacific,2014
1478,CMG,CMG_1782,,14JUN30191459,17250 Southcenter Parkway Renton,WA,98188,,16,6/30/2014,,6/30/2014 12:14,12:14,6,30,2014,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62014,0,0,0,West,Pacific,2015
1479,CMG,CMG_1782,,15JUN07193241,17250 Southcenter Parkway Renton,WA,98188,,15,6/7/2015,,6/7/2015 12:32,12:32,6,7,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,0,6,6,Post,1,6,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1480,CMG,CMG_1782,,15JUN08192506,17250 Southcenter Parkway Renton,WA,98188,,14,6/8/2015,,6/8/2015 12:25,12:25,6,8,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,2,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1481,CMG,CMG_1782,,15JUN09191707,17250 Southcenter Parkway Renton,WA,98188,,18,6/9/2015,,6/9/2015 12:17,12:17,6,9,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,3,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1482,CMG,CMG_1782,,15JUN10190918,17250 Southcenter Parkway Renton,WA,98188,,17,6/10/2015,,6/10/2015 12:09,12:09,6,10,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,4,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1483,CMG,CMG_1782,,15JUN14192855,17250 Southcenter Parkway Renton,WA,98188,,15,6/14/2015,,6/14/2015 12:28,12:28,6,14,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,1,6,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1484,CMG,CMG_1782,,15JUN16191317,17250 Southcenter Parkway Renton,WA,98188,,14,6/16/2015,,6/16/2015 12:13,12:13,6,16,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,3,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1485,CMG,CMG_1782,,15JUN17190558,17250 Southcenter Parkway Renton,WA,98188,,15,6/17/2015,,6/17/2015 12:05,12:05,6,17,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,4,6,0,0,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1486,CMG,CMG_1782,,15JUN20193205,17250 Southcenter Parkway Renton,WA,98188,,18,6/20/2015,,6/20/2015 12:32,12:32,6,20,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,0,6,6,Post,7,6,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
1487,CMG,CMG_1782,,15JUN27192820,17250 Southcenter Parkway Renton,WA,98188,,12,6/27/2015,,6/27/2015 12:28,12:28,6,27,2015,20,22963,0.5207,0.4793,3008.53,0.049899999,3.14,5438,9684,0.2176,0.7824,0.1144,0.0965,0.1789,0.2878,0.3587,0.2906,0.3507,26470,44136,0.6176,0.0058,0.1428,0.107,0.0232,0.1617,0.0511,0.0525,0.3824,0.0627,0.4227,0.3307,0.1839,0.1045,0,0,0,0,5,0,5,Post,7,6,0,1,CMG17250 SOUTHCENTER PARKWAY RENTONWA6,CMG17250 SOUTHCENTER PARKWAY RENTONWA62015,0,0,0,West,Pacific,2015
